Date,plus_minus,Team,Year
1970-10-03,1,Cincinnati Reds,1970
1970-10-04,2,Cincinnati Reds,1970
1970-10-05,3,Cincinnati Reds,1970
1970-10-10,2,Cincinnati Reds,1970
1970-10-11,1,Cincinnati Reds,1970
1970-10-13,0,Cincinnati Reds,1970
1970-10-14,1,Cincinnati Reds,1970
1970-10-15,0,Cincinnati Reds,1970
1970-10-03,1,Baltimore Orioles,1970
1970-10-04,2,Baltimore Orioles,1970
1970-10-05,3,Baltimore Orioles,1970
1970-10-10,4,Baltimore Orioles,1970
1970-10-11,5,Baltimore Orioles,1970
1970-10-13,6,Baltimore Orioles,1970
1970-10-14,5,Baltimore Orioles,1970
1970-10-15,6,Baltimore Orioles,1970
1970-10-03,-1,Pittsburgh Pirates,1970
1970-10-04,-2,Pittsburgh Pirates,1970
1970-10-05,-3,Pittsburgh Pirates,1970
1970-10-03,-1,Minnesota Twins,1970
1970-10-04,-2,Minnesota Twins,1970
1970-10-05,-3,Minnesota Twins,1970
1971-10-03,1,Baltimore Orioles,1971
1971-10-04,2,Baltimore Orioles,1971
1971-10-05,3,Baltimore Orioles,1971
1971-10-09,4,Baltimore Orioles,1971
1971-10-11,5,Baltimore Orioles,1971
1971-10-12,4,Baltimore Orioles,1971
1971-10-13,3,Baltimore Orioles,1971
1971-10-14,2,Baltimore Orioles,1971
1971-10-16,3,Baltimore Orioles,1971
1971-10-17,2,Baltimore Orioles,1971
1971-10-02,-1,Pittsburgh Pirates,1971
1971-10-03,0,Pittsburgh Pirates,1971
1971-10-05,1,Pittsburgh Pirates,1971
1971-10-06,2,Pittsburgh Pirates,1971
1971-10-09,1,Pittsburgh Pirates,1971
1971-10-11,0,Pittsburgh Pirates,1971
1971-10-12,1,Pittsburgh Pirates,1971
1971-10-13,2,Pittsburgh Pirates,1971
1971-10-14,3,Pittsburgh Pirates,1971
1971-10-16,2,Pittsburgh Pirates,1971
1971-10-17,3,Pittsburgh Pirates,1971
1971-10-03,-1,Oakland Athletics,1971
1971-10-04,-2,Oakland Athletics,1971
1971-10-05,-3,Oakland Athletics,1971
1971-10-02,1,San Francisco Giants,1971
1971-10-03,0,San Francisco Giants,1971
1971-10-05,-1,San Francisco Giants,1971
1971-10-06,-2,San Francisco Giants,1971
1972-10-07,-1,Cincinnati Reds,1972
1972-10-08,0,Cincinnati Reds,1972
1972-10-09,-1,Cincinnati Reds,1972
1972-10-10,0,Cincinnati Reds,1972
1972-10-11,1,Cincinnati Reds,1972
1972-10-14,0,Cincinnati Reds,1972
1972-10-15,-1,Cincinnati Reds,1972
1972-10-18,0,Cincinnati Reds,1972
1972-10-19,-1,Cincinnati Reds,1972
1972-10-20,0,Cincinnati Reds,1972
1972-10-21,1,Cincinnati Reds,1972
1972-10-22,0,Cincinnati Reds,1972
1972-10-07,1,Pittsburgh Pirates,1972
1972-10-08,0,Pittsburgh Pirates,1972
1972-10-09,1,Pittsburgh Pirates,1972
1972-10-10,0,Pittsburgh Pirates,1972
1972-10-11,-1,Pittsburgh Pirates,1972
1972-10-07,1,Oakland Athletics,1972
1972-10-08,2,Oakland Athletics,1972
1972-10-10,1,Oakland Athletics,1972
1972-10-11,0,Oakland Athletics,1972
1972-10-12,1,Oakland Athletics,1972
1972-10-14,2,Oakland Athletics,1972
1972-10-15,3,Oakland Athletics,1972
1972-10-18,2,Oakland Athletics,1972
1972-10-19,3,Oakland Athletics,1972
1972-10-20,2,Oakland Athletics,1972
1972-10-21,1,Oakland Athletics,1972
1972-10-22,2,Oakland Athletics,1972
1972-10-07,-1,Detroit Tigers,1972
1972-10-08,-2,Detroit Tigers,1972
1972-10-10,-1,Detroit Tigers,1972
1972-10-11,0,Detroit Tigers,1972
1972-10-12,-1,Detroit Tigers,1972
1973-10-06,1,Cincinnati Reds,1973
1973-10-07,0,Cincinnati Reds,1973
1973-10-08,-1,Cincinnati Reds,1973
1973-10-09,0,Cincinnati Reds,1973
1973-10-10,-1,Cincinnati Reds,1973
1973-10-06,1,Baltimore Orioles,1973
1973-10-07,0,Baltimore Orioles,1973
1973-10-09,-1,Baltimore Orioles,1973
1973-10-10,0,Baltimore Orioles,1973
1973-10-11,-1,Baltimore Orioles,1973
1973-10-06,-1,Oakland Athletics,1973
1973-10-07,0,Oakland Athletics,1973
1973-10-09,1,Oakland Athletics,1973
1973-10-10,0,Oakland Athletics,1973
1973-10-11,1,Oakland Athletics,1973
1973-10-13,2,Oakland Athletics,1973
1973-10-14,1,Oakland Athletics,1973
1973-10-16,2,Oakland Athletics,1973
1973-10-17,1,Oakland Athletics,1973
1973-10-18,0,Oakland Athletics,1973
1973-10-20,1,Oakland Athletics,1973
1973-10-21,2,Oakland Athletics,1973
1973-10-06,-1,New York Mets,1973
1973-10-07,0,New York Mets,1973
1973-10-08,1,New York Mets,1973
1973-10-09,0,New York Mets,1973
1973-10-10,1,New York Mets,1973
1973-10-13,0,New York Mets,1973
1973-10-14,1,New York Mets,1973
1973-10-16,0,New York Mets,1973
1973-10-17,1,New York Mets,1973
1973-10-18,2,New York Mets,1973
1973-10-20,1,New York Mets,1973
1973-10-21,0,New York Mets,1973
1974-10-05,1,Baltimore Orioles,1974
1974-10-06,0,Baltimore Orioles,1974
1974-10-08,-1,Baltimore Orioles,1974
1974-10-09,-2,Baltimore Orioles,1974
1974-10-05,1,Los Angeles Dodgers,1974
1974-10-06,2,Los Angeles Dodgers,1974
1974-10-08,1,Los Angeles Dodgers,1974
1974-10-09,2,Los Angeles Dodgers,1974
1974-10-12,1,Los Angeles Dodgers,1974
1974-10-13,2,Los Angeles Dodgers,1974
1974-10-15,1,Los Angeles Dodgers,1974
1974-10-16,0,Los Angeles Dodgers,1974
1974-10-17,-1,Los Angeles Dodgers,1974
1974-10-05,-1,Pittsburgh Pirates,1974
1974-10-06,-2,Pittsburgh Pirates,1974
1974-10-08,-1,Pittsburgh Pirates,1974
1974-10-09,-2,Pittsburgh Pirates,1974
1974-10-05,-1,Oakland Athletics,1974
1974-10-06,0,Oakland Athletics,1974
1974-10-08,1,Oakland Athletics,1974
1974-10-09,2,Oakland Athletics,1974
1974-10-12,3,Oakland Athletics,1974
1974-10-13,2,Oakland Athletics,1974
1974-10-15,3,Oakland Athletics,1974
1974-10-16,4,Oakland Athletics,1974
1974-10-17,5,Oakland Athletics,1974
1975-10-04,1,Boston Red Sox,1975
1975-10-05,2,Boston Red Sox,1975
1975-10-07,3,Boston Red Sox,1975
1975-10-11,4,Boston Red Sox,1975
1975-10-12,3,Boston Red Sox,1975
1975-10-14,2,Boston Red Sox,1975
1975-10-15,3,Boston Red Sox,1975
1975-10-16,2,Boston Red Sox,1975
1975-10-21,3,Boston Red Sox,1975
1975-10-22,2,Boston Red Sox,1975
1975-10-04,1,Cincinnati Reds,1975
1975-10-05,2,Cincinnati Reds,1975
1975-10-07,3,Cincinnati Reds,1975
1975-10-11,2,Cincinnati Reds,1975
1975-10-12,3,Cincinnati Reds,1975
1975-10-14,4,Cincinnati Reds,1975
1975-10-15,3,Cincinnati Reds,1975
1975-10-16,4,Cincinnati Reds,1975
1975-10-21,3,Cincinnati Reds,1975
1975-10-22,4,Cincinnati Reds,1975
1975-10-04,-1,Pittsburgh Pirates,1975
1975-10-05,-2,Pittsburgh Pirates,1975
1975-10-07,-3,Pittsburgh Pirates,1975
1975-10-04,-1,Oakland Athletics,1975
1975-10-05,-2,Oakland Athletics,1975
1975-10-07,-3,Oakland Athletics,1975
1976-10-09,1,Cincinnati Reds,1976
1976-10-10,2,Cincinnati Reds,1976
1976-10-12,3,Cincinnati Reds,1976
1976-10-16,4,Cincinnati Reds,1976
1976-10-17,5,Cincinnati Reds,1976
1976-10-19,6,Cincinnati Reds,1976
1976-10-21,7,Cincinnati Reds,1976
1976-10-09,-1,Kansas City Royals,1976
1976-10-10,0,Kansas City Royals,1976
1976-10-12,-1,Kansas City Royals,1976
1976-10-13,0,Kansas City Royals,1976
1976-10-14,-1,Kansas City Royals,1976
1976-10-09,-1,Philadelphia Phillies,1976
1976-10-10,-2,Philadelphia Phillies,1976
1976-10-12,-3,Philadelphia Phillies,1976
1976-10-09,1,New York Yankees,1976
1976-10-10,0,New York Yankees,1976
1976-10-12,1,New York Yankees,1976
1976-10-13,0,New York Yankees,1976
1976-10-14,1,New York Yankees,1976
1976-10-16,0,New York Yankees,1976
1976-10-17,-1,New York Yankees,1976
1976-10-19,-2,New York Yankees,1976
1976-10-21,-3,New York Yankees,1976
1977-10-04,-1,Los Angeles Dodgers,1977
1977-10-05,0,Los Angeles Dodgers,1977
1977-10-07,1,Los Angeles Dodgers,1977
1977-10-08,2,Los Angeles Dodgers,1977
1977-10-11,1,Los Angeles Dodgers,1977
1977-10-12,2,Los Angeles Dodgers,1977
1977-10-14,1,Los Angeles Dodgers,1977
1977-10-15,0,Los Angeles Dodgers,1977
1977-10-16,1,Los Angeles Dodgers,1977
1977-10-18,0,Los Angeles Dodgers,1977
1977-10-05,1,Kansas City Royals,1977
1977-10-06,0,Kansas City Royals,1977
1977-10-07,1,Kansas City Royals,1977
1977-10-08,0,Kansas City Royals,1977
1977-10-09,-1,Kansas City Royals,1977
1977-10-04,1,Philadelphia Phillies,1977
1977-10-05,0,Philadelphia Phillies,1977
1977-10-07,-1,Philadelphia Phillies,1977
1977-10-08,-2,Philadelphia Phillies,1977
1977-10-05,-1,New York Yankees,1977
1977-10-06,0,New York Yankees,1977
1977-10-07,-1,New York Yankees,1977
1977-10-08,0,New York Yankees,1977
1977-10-09,1,New York Yankees,1977
1977-10-11,2,New York Yankees,1977
1977-10-12,1,New York Yankees,1977
1977-10-14,2,New York Yankees,1977
1977-10-15,3,New York Yankees,1977
1977-10-16,2,New York Yankees,1977
1977-10-18,3,New York Yankees,1977
1978-10-04,1,Los Angeles Dodgers,1978
1978-10-05,2,Los Angeles Dodgers,1978
1978-10-06,1,Los Angeles Dodgers,1978
1978-10-07,2,Los Angeles Dodgers,1978
1978-10-10,3,Los Angeles Dodgers,1978
1978-10-11,4,Los Angeles Dodgers,1978
1978-10-13,3,Los Angeles Dodgers,1978
1978-10-14,2,Los Angeles Dodgers,1978
1978-10-15,1,Los Angeles Dodgers,1978
1978-10-17,0,Los Angeles Dodgers,1978
1978-10-03,-1,Kansas City Royals,1978
1978-10-04,0,Kansas City Royals,1978
1978-10-06,-1,Kansas City Royals,1978
1978-10-07,-2,Kansas City Royals,1978
1978-10-04,-1,Philadelphia Phillies,1978
1978-10-05,-2,Philadelphia Phillies,1978
1978-10-06,-1,Philadelphia Phillies,1978
1978-10-07,-2,Philadelphia Phillies,1978
1978-10-03,1,New York Yankees,1978
1978-10-04,0,New York Yankees,1978
1978-10-06,1,New York Yankees,1978
1978-10-07,2,New York Yankees,1978
1978-10-10,1,New York Yankees,1978
1978-10-11,0,New York Yankees,1978
1978-10-13,1,New York Yankees,1978
1978-10-14,2,New York Yankees,1978
1978-10-15,3,New York Yankees,1978
1978-10-17,4,New York Yankees,1978
1980-10-08,1,Kansas City Royals,1980
1980-10-09,2,Kansas City Royals,1980
1980-10-10,3,Kansas City Royals,1980
1980-10-14,2,Kansas City Royals,1980
1980-10-15,1,Kansas City Royals,1980
1980-10-17,2,Kansas City Royals,1980
1980-10-18,3,Kansas City Royals,1980
1980-10-19,2,Kansas City Royals,1980
1980-10-21,1,Kansas City Royals,1980
1980-10-07,1,Philadelphia Phillies,1980
1980-10-08,0,Philadelphia Phillies,1980
1980-10-10,-1,Philadelphia Phillies,1980
1980-10-11,0,Philadelphia Phillies,1980
1980-10-12,1,Philadelphia Phillies,1980
1980-10-14,2,Philadelphia Phillies,1980
1980-10-15,3,Philadelphia Phillies,1980
1980-10-17,2,Philadelphia Phillies,1980
1980-10-18,1,Philadelphia Phillies,1980
1980-10-19,2,Philadelphia Phillies,1980
1980-10-21,3,Philadelphia Phillies,1980
1980-10-08,-1,New York Yankees,1980
1980-10-09,-2,New York Yankees,1980
1980-10-10,-3,New York Yankees,1980
1980-10-07,-1,Houston Astros,1980
1980-10-08,0,Houston Astros,1980
1980-10-10,1,Houston Astros,1980
1980-10-11,0,Houston Astros,1980
1980-10-12,-1,Houston Astros,1980
1981-10-06,-1,Los Angeles Dodgers,1981
1981-10-07,-2,Los Angeles Dodgers,1981
1981-10-09,-1,Los Angeles Dodgers,1981
1981-10-10,0,Los Angeles Dodgers,1981
1981-10-11,1,Los Angeles Dodgers,1981
1981-10-13,2,Los Angeles Dodgers,1981
1981-10-14,1,Los Angeles Dodgers,1981
1981-10-16,0,Los Angeles Dodgers,1981
1981-10-17,1,Los Angeles Dodgers,1981
1981-10-19,2,Los Angeles Dodgers,1981
1981-10-20,1,Los Angeles Dodgers,1981
1981-10-21,0,Los Angeles Dodgers,1981
1981-10-23,1,Los Angeles Dodgers,1981
1981-10-24,2,Los Angeles Dodgers,1981
1981-10-25,3,Los Angeles Dodgers,1981
1981-10-28,4,Los Angeles Dodgers,1981
1981-10-06,1,Oakland Athletics,1981
1981-10-07,2,Oakland Athletics,1981
1981-10-09,3,Oakland Athletics,1981
1981-10-13,2,Oakland Athletics,1981
1981-10-14,1,Oakland Athletics,1981
1981-10-15,0,Oakland Athletics,1981
1981-10-06,-1,Kansas City Royals,1981
1981-10-07,-2,Kansas City Royals,1981
1981-10-09,-3,Kansas City Royals,1981
1981-10-07,1,Montreal Expos,1981
1981-10-08,2,Montreal Expos,1981
1981-10-09,1,Montreal Expos,1981
1981-10-10,0,Montreal Expos,1981
1981-10-11,1,Montreal Expos,1981
1981-10-13,0,Montreal Expos,1981
1981-10-14,1,Montreal Expos,1981
1981-10-16,2,Montreal Expos,1981
1981-10-17,1,Montreal Expos,1981
1981-10-19,0,Montreal Expos,1981
1981-10-07,-1,Philadelphia Phillies,1981
1981-10-08,-2,Philadelphia Phillies,1981
1981-10-09,-1,Philadelphia Phillies,1981
1981-10-10,0,Philadelphia Phillies,1981
1981-10-11,-1,Philadelphia Phillies,1981
1981-10-07,1,New York Yankees,1981
1981-10-08,2,New York Yankees,1981
1981-10-09,1,New York Yankees,1981
1981-10-10,0,New York Yankees,1981
1981-10-11,1,New York Yankees,1981
1981-10-13,2,New York Yankees,1981
1981-10-14,3,New York Yankees,1981
1981-10-15,4,New York Yankees,1981
1981-10-20,5,New York Yankees,1981
1981-10-21,6,New York Yankees,1981
1981-10-23,5,New York Yankees,1981
1981-10-24,4,New York Yankees,1981
1981-10-25,3,New York Yankees,1981
1981-10-28,2,New York Yankees,1981
1981-10-07,-1,Milwaukee Brewers,1981
1981-10-08,-2,Milwaukee Brewers,1981
1981-10-09,-1,Milwaukee Brewers,1981
1981-10-10,0,Milwaukee Brewers,1981
1981-10-11,-1,Milwaukee Brewers,1981
1981-10-06,1,Houston Astros,1981
1981-10-07,2,Houston Astros,1981
1981-10-09,1,Houston Astros,1981
1981-10-10,0,Houston Astros,1981
1981-10-11,-1,Houston Astros,1981
1982-10-07,1,St. Louis Cardinals,1982
1982-10-09,2,St. Louis Cardinals,1982
1982-10-10,3,St. Louis Cardinals,1982
1982-10-12,2,St. Louis Cardinals,1982
1982-10-13,3,St. Louis Cardinals,1982
1982-10-15,4,St. Louis Cardinals,1982
1982-10-16,3,St. Louis Cardinals,1982
1982-10-17,2,St. Louis Cardinals,1982
1982-10-19,3,St. Louis Cardinals,1982
1982-10-20,4,St. Louis Cardinals,1982
1982-10-05,1,California Angels,1982
1982-10-06,2,California Angels,1982
1982-10-08,1,California Angels,1982
1982-10-09,0,California Angels,1982
1982-10-10,-1,California Angels,1982
1982-10-07,-1,Atlanta Braves,1982
1982-10-09,-2,Atlanta Braves,1982
1982-10-10,-3,Atlanta Braves,1982
1982-10-05,-1,Milwaukee Brewers,1982
1982-10-06,-2,Milwaukee Brewers,1982
1982-10-08,-1,Milwaukee Brewers,1982
1982-10-09,0,Milwaukee Brewers,1982
1982-10-10,1,Milwaukee Brewers,1982
1982-10-12,2,Milwaukee Brewers,1982
1982-10-13,1,Milwaukee Brewers,1982
1982-10-15,0,Milwaukee Brewers,1982
1982-10-16,1,Milwaukee Brewers,1982
1982-10-17,2,Milwaukee Brewers,1982
1982-10-19,1,Milwaukee Brewers,1982
1982-10-20,0,Milwaukee Brewers,1982
1983-10-05,1,Chicago White Sox,1983
1983-10-06,0,Chicago White Sox,1983
1983-10-07,-1,Chicago White Sox,1983
1983-10-08,-2,Chicago White Sox,1983
1983-10-05,-1,Baltimore Orioles,1983
1983-10-06,0,Baltimore Orioles,1983
1983-10-07,1,Baltimore Orioles,1983
1983-10-08,2,Baltimore Orioles,1983
1983-10-11,1,Baltimore Orioles,1983
1983-10-12,2,Baltimore Orioles,1983
1983-10-14,3,Baltimore Orioles,1983
1983-10-15,4,Baltimore Orioles,1983
1983-10-16,5,Baltimore Orioles,1983
1983-10-04,-1,Los Angeles Dodgers,1983
1983-10-05,0,Los Angeles Dodgers,1983
1983-10-07,-1,Los Angeles Dodgers,1983
1983-10-08,-2,Los Angeles Dodgers,1983
1983-10-04,1,Philadelphia Phillies,1983
1983-10-05,0,Philadelphia Phillies,1983
1983-10-07,1,Philadelphia Phillies,1983
1983-10-08,2,Philadelphia Phillies,1983
1983-10-11,3,Philadelphia Phillies,1983
1983-10-12,2,Philadelphia Phillies,1983
1983-10-14,1,Philadelphia Phillies,1983
1983-10-15,0,Philadelphia Phillies,1983
1983-10-16,-1,Philadelphia Phillies,1983
1984-10-02,1,Chicago Cubs,1984
1984-10-03,2,Chicago Cubs,1984
1984-10-04,1,Chicago Cubs,1984
1984-10-06,0,Chicago Cubs,1984
1984-10-07,-1,Chicago Cubs,1984
1984-10-02,-1,Kansas City Royals,1984
1984-10-03,-2,Kansas City Royals,1984
1984-10-05,-3,Kansas City Royals,1984
1984-10-02,-1,San Diego Padres,1984
1984-10-03,-2,San Diego Padres,1984
1984-10-04,-1,San Diego Padres,1984
1984-10-06,0,San Diego Padres,1984
1984-10-07,1,San Diego Padres,1984
1984-10-09,0,San Diego Padres,1984
1984-10-10,1,San Diego Padres,1984
1984-10-12,0,San Diego Padres,1984
1984-10-13,-1,San Diego Padres,1984
1984-10-14,-2,San Diego Padres,1984
1984-10-02,1,Detroit Tigers,1984
1984-10-03,2,Detroit Tigers,1984
1984-10-05,3,Detroit Tigers,1984
1984-10-09,4,Detroit Tigers,1984
1984-10-10,3,Detroit Tigers,1984
1984-10-12,4,Detroit Tigers,1984
1984-10-13,5,Detroit Tigers,1984
1984-10-14,6,Detroit Tigers,1984
1985-10-09,1,Los Angeles Dodgers,1985
1985-10-10,2,Los Angeles Dodgers,1985
1985-10-12,1,Los Angeles Dodgers,1985
1985-10-13,0,Los Angeles Dodgers,1985
1985-10-14,-1,Los Angeles Dodgers,1985
1985-10-16,-2,Los Angeles Dodgers,1985
1985-10-09,-1,St. Louis Cardinals,1985
1985-10-10,-2,St. Louis Cardinals,1985
1985-10-12,-1,St. Louis Cardinals,1985
1985-10-13,0,St. Louis Cardinals,1985
1985-10-14,1,St. Louis Cardinals,1985
1985-10-16,2,St. Louis Cardinals,1985
1985-10-19,3,St. Louis Cardinals,1985
1985-10-20,4,St. Louis Cardinals,1985
1985-10-22,3,St. Louis Cardinals,1985
1985-10-23,4,St. Louis Cardinals,1985
1985-10-24,3,St. Louis Cardinals,1985
1985-10-26,2,St. Louis Cardinals,1985
1985-10-27,1,St. Louis Cardinals,1985
1985-10-08,1,Toronto Blue Jays,1985
1985-10-09,2,Toronto Blue Jays,1985
1985-10-11,1,Toronto Blue Jays,1985
1985-10-12,2,Toronto Blue Jays,1985
1985-10-13,1,Toronto Blue Jays,1985
1985-10-15,0,Toronto Blue Jays,1985
1985-10-16,-1,Toronto Blue Jays,1985
1985-10-08,-1,Kansas City Royals,1985
1985-10-09,-2,Kansas City Royals,1985
1985-10-11,-1,Kansas City Royals,1985
1985-10-12,-2,Kansas City Royals,1985
1985-10-13,-1,Kansas City Royals,1985
1985-10-15,0,Kansas City Royals,1985
1985-10-16,1,Kansas City Royals,1985
1985-10-19,0,Kansas City Royals,1985
1985-10-20,-1,Kansas City Royals,1985
1985-10-22,0,Kansas City Royals,1985
1985-10-23,-1,Kansas City Royals,1985
1985-10-24,0,Kansas City Royals,1985
1985-10-26,1,Kansas City Royals,1985
1985-10-27,2,Kansas City Royals,1985
1986-10-07,-1,Boston Red Sox,1986
1986-10-08,0,Boston Red Sox,1986
1986-10-10,-1,Boston Red Sox,1986
1986-10-11,-2,Boston Red Sox,1986
1986-10-12,-1,Boston Red Sox,1986
1986-10-14,0,Boston Red Sox,1986
1986-10-15,1,Boston Red Sox,1986
1986-10-18,2,Boston Red Sox,1986
1986-10-19,3,Boston Red Sox,1986
1986-10-21,2,Boston Red Sox,1986
1986-10-22,1,Boston Red Sox,1986
1986-10-23,2,Boston Red Sox,1986
1986-10-25,1,Boston Red Sox,1986
1986-10-27,0,Boston Red Sox,1986
1986-10-07,1,California Angels,1986
1986-10-08,0,California Angels,1986
1986-10-10,1,California Angels,1986
1986-10-11,2,California Angels,1986
1986-10-12,1,California Angels,1986
1986-10-14,0,California Angels,1986
1986-10-15,-1,California Angels,1986
1986-10-08,-1,New York Mets,1986
1986-10-09,0,New York Mets,1986
1986-10-11,1,New York Mets,1986
1986-10-12,0,New York Mets,1986
1986-10-14,1,New York Mets,1986
1986-10-15,2,New York Mets,1986
1986-10-18,1,New York Mets,1986
1986-10-19,0,New York Mets,1986
1986-10-21,1,New York Mets,1986
1986-10-22,2,New York Mets,1986
1986-10-23,1,New York Mets,1986
1986-10-25,2,New York Mets,1986
1986-10-27,3,New York Mets,1986
1986-10-08,1,Houston Astros,1986
1986-10-09,0,Houston Astros,1986
1986-10-11,-1,Houston Astros,1986
1986-10-12,0,Houston Astros,1986
1986-10-14,-1,Houston Astros,1986
1986-10-15,-2,Houston Astros,1986
1987-10-06,1,St. Louis Cardinals,1987
1987-10-07,0,St. Louis Cardinals,1987
1987-10-09,1,St. Louis Cardinals,1987
1987-10-10,0,St. Louis Cardinals,1987
1987-10-11,-1,St. Louis Cardinals,1987
1987-10-13,0,St. Louis Cardinals,1987
1987-10-14,1,St. Louis Cardinals,1987
1987-10-17,0,St. Louis Cardinals,1987
1987-10-18,-1,St. Louis Cardinals,1987
1987-10-20,0,St. Louis Cardinals,1987
1987-10-21,1,St. Louis Cardinals,1987
1987-10-22,2,St. Louis Cardinals,1987
1987-10-24,1,St. Louis Cardinals,1987
1987-10-25,0,St. Louis Cardinals,1987
1987-10-06,-1,San Francisco Giants,1987
1987-10-07,0,San Francisco Giants,1987
1987-10-09,-1,San Francisco Giants,1987
1987-10-10,0,San Francisco Giants,1987
1987-10-11,1,San Francisco Giants,1987
1987-10-13,0,San Francisco Giants,1987
1987-10-14,-1,San Francisco Giants,1987
1987-10-07,1,Minnesota Twins,1987
1987-10-08,2,Minnesota Twins,1987
1987-10-10,1,Minnesota Twins,1987
1987-10-11,2,Minnesota Twins,1987
1987-10-12,3,Minnesota Twins,1987
1987-10-17,4,Minnesota Twins,1987
1987-10-18,5,Minnesota Twins,1987
1987-10-20,4,Minnesota Twins,1987
1987-10-21,3,Minnesota Twins,1987
1987-10-22,2,Minnesota Twins,1987
1987-10-24,3,Minnesota Twins,1987
1987-10-25,4,Minnesota Twins,1987
1987-10-07,-1,Detroit Tigers,1987
1987-10-08,-2,Detroit Tigers,1987
1987-10-10,-1,Detroit Tigers,1987
1987-10-11,-2,Detroit Tigers,1987
1987-10-12,-3,Detroit Tigers,1987
1988-10-05,-1,Boston Red Sox,1988
1988-10-06,-2,Boston Red Sox,1988
1988-10-08,-3,Boston Red Sox,1988
1988-10-09,-4,Boston Red Sox,1988
1988-10-04,-1,Los Angeles Dodgers,1988
1988-10-05,0,Los Angeles Dodgers,1988
1988-10-08,-1,Los Angeles Dodgers,1988
1988-10-09,0,Los Angeles Dodgers,1988
1988-10-10,1,Los Angeles Dodgers,1988
1988-10-11,0,Los Angeles Dodgers,1988
1988-10-12,1,Los Angeles Dodgers,1988
1988-10-15,2,Los Angeles Dodgers,1988
1988-10-16,3,Los Angeles Dodgers,1988
1988-10-18,2,Los Angeles Dodgers,1988
1988-10-19,3,Los Angeles Dodgers,1988
1988-10-20,4,Los Angeles Dodgers,1988
1988-10-05,1,Oakland Athletics,1988
1988-10-06,2,Oakland Athletics,1988
1988-10-08,3,Oakland Athletics,1988
1988-10-09,4,Oakland Athletics,1988
1988-10-15,3,Oakland Athletics,1988
1988-10-16,2,Oakland Athletics,1988
1988-10-18,3,Oakland Athletics,1988
1988-10-19,2,Oakland Athletics,1988
1988-10-20,1,Oakland Athletics,1988
1988-10-04,1,New York Mets,1988
1988-10-05,0,New York Mets,1988
1988-10-08,1,New York Mets,1988
1988-10-09,0,New York Mets,1988
1988-10-10,-1,New York Mets,1988
1988-10-11,0,New York Mets,1988
1988-10-12,-1,New York Mets,1988
1990-10-06,-1,Boston Red Sox,1990
1990-10-07,-2,Boston Red Sox,1990
1990-10-09,-3,Boston Red Sox,1990
1990-10-10,-4,Boston Red Sox,1990
1990-10-04,-1,Cincinnati Reds,1990
1990-10-05,0,Cincinnati Reds,1990
1990-10-08,1,Cincinnati Reds,1990
1990-10-09,2,Cincinnati Reds,1990
1990-10-10,1,Cincinnati Reds,1990
1990-10-12,2,Cincinnati Reds,1990
1990-10-16,3,Cincinnati Reds,1990
1990-10-17,4,Cincinnati Reds,1990
